specialty,hcpcs_desc,total_services,avg_medicare_payment,unique_providers
Internal Medicine,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",179613.2,0.8205574592789551,708
Hematology-Oncology,Irrigation of implanted venous access drug delivery device,22396.0,20.74737693563146,426
Family Practice,Administration and interpretation of patient-focused health risk assessment,11096.0,1.960169602877165,127
Clinical Laboratory,"Pathology examination of tissue using a microscope, intermediate complexity",2071327.0,44.583073848316204,237
Family Practice,Prostate cancer screening; prostate specific antigen test (psa),31647.0,19.00343079210117,682
Family Practice,"Pneumococcal vaccine, 23-valent",31114.0,129.4411369118193,1705
Hematology-Oncology,"Injection, oxaliplatin, 0.5 mg",1779849.0,0.05010873787622952,122
Internal Medicine,Nuclear medicine studies of heart muscle at rest and with stress and spect,15709.0,220.99386690115142,230
Pharmacy,Adm sarscv2 30mcg trs-sucr b,15309.0,40.75649060983221,149
Diagnostic Radiology,Low dose ct scan of chest for lung cancer screening,73964.0,82.176441431682,1803
Diagnostic Radiology,"X-ray of knee, 4 or more views",191001.0,14.391473214048228,2832
Hematology-Oncology,"Infusion, normal saline solution, 250 cc",76001.0,0.5167495855771785,241
Hematology-Oncology,"Hospital discharge day management, more than 30 minutes",3471.0,87.09234657319672,122
Internal Medicine,"Blood test, comprehensive group of blood chemicals",538754.0,10.40761008002634,1450
Clinical Laboratory,Iron level,905559.0,6.370010623310001,230
Medical Oncology,Lactate dehydrogenase (enzyme) level,56606.0,5.951871836394712,208
Internal Medicine,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",37373.0,57.63673686489823,226
Clinical Laboratory,"Thyroxine (thyroid chemical), free",1573182.0,8.906131686432772,238
Internal Medicine,"Blood test, basic group of blood chemicals (calcium, total)",104156.0,8.333944538781267,854
Diagnostic Radiology,Aspiration of fluid from chest cavity using imaging guidance,25903.0,91.63892028042545,863
Clinical Laboratory,"Specimen collection for severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), any specimen source",1043547.0,23.228062122722772,298
Hematology-Oncology,"Injection, epoetin alfa, (for non-esrd use), 1000 units",1855649.0,6.382556502945758,271
Family Practice,"Follow-up hospital inpatient care per day, typically 25 minutes",616737.0,56.90427378734404,2747
Diagnostic Radiology,"X-ray of foot, minimum of 3 views",303959.0,10.144678944788607,5007
Hematology-Oncology,"Immunologic analysis for detection of tumor antigen, quantitative; ca 15-3",36254.0,20.55578921545819,299
Internal Medicine,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report only,323602.0,6.196513777576579,1076
Hematology-Oncology,Administration of non-hormonal anti-neoplastic chemotherapy under skin or into muscle,69586.0,60.282290228921354,534
Diagnostic Radiology,"Injection, gadobenate dimeglumine (multihance), per ml",154686.9,1.4275254944099478,191
Internal Medicine,"Thyroxine (thyroid chemical), free",185534.0,8.892909726590618,991
Clinical Laboratory,Rheumatoid factor level,211240.0,5.588964080528571,112
Rheumatology,Injection into tendon or ligament,11198.0,41.92053811207042,142
Internal Medicine,"Administration of chemotherapy into vein, 1 hour or less",16880.0,112.69151441070755,106
Internal Medicine,"Telephone medical discussion with physician, 5-10 minutes",75561.0,38.04866811156346,1152
Rheumatology,"Uric acid level, blood",24914.0,4.4439571635480775,156
Internal Medicine,Urine microalbumin (protein) analysis,36055.0,6.136847273200327,307
Diagnostic Radiology,Nuclear medicine study of lymphatic system,3060.0,51.8635917181208,146
Family Practice,"Physician or allowed practitioner certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians and",86724.0,41.5704025215293,2087
Internal Medicine,Complete ultrasound study of arm and leg arteries,14531.0,98.25430306441237,193
Clinical Laboratory,Special stained specimen slides to examine tissue including interpretation and report,135088.0,54.70655868209092,148
Clinical Laboratory,"Blood test, lipids (cholesterol and triglycerides)",5052458.0,13.202251670739622,265
Clinical Laboratory,"Detection test by nucleic acid for chlamydia trachomatis, amplified probe technique",84664.0,34.61733348246207,145
Physical Therapist in Private Practice,"Training for self-care or home management, each 15 minutes",406222.7,22.00484071098066,3305
Hematology-Oncology,"Established patient office or other outpatient visit, 20-29 minutes",513403.0,61.852666523192035,2154
Clinical Laboratory,"Bacterial culture, any other source except urine, blood or stool, aerobic",187068.0,8.444686431729231,130
Diagnostic Radiology,Mri scan of pelvis without contrast,16227.0,127.08466629339878,622
Clinical Laboratory,"Total protein level, urine",393640.0,3.6279616135235844,106
Internal Medicine,Transitional care management services for problem of high complexity,68987.0,212.22952186819109,2223
Diagnostic Radiology,Blood creatinine level,40392.0,5.034867612391491,376
Diagnostic Radiology,X-ray of both knees while standing,5231.0,16.43126098365844,142
Clinical Laboratory,Albumin (protein) level,114665.0,4.807898002935879,131
Clinical Laboratory,"Uric acid level, blood",834787.0,4.453486222628279,244
Pharmacy,Administration of influenza virus vaccine,83853.0,26.157385550224763,735
Family Practice,Complete ultrasound study of arm and leg arteries,5764.0,94.27905719741818,110
Internal Medicine,"Established patient office or other outpatient visit, 30-39 minutes",5653052.0,88.08849690167362,18062
Diagnostic Radiology,"Dxa bone density measurement of hip, pelvis, spine",650901.0,20.20228908710753,3121
Clinical Laboratory,"Coagulation assessment blood test, plasma or whole blood",171689.0,5.931175841025286,174
Medical Oncology,Injection of drug or substance into vein,8051.0,31.469307747666665,126
Rheumatology,"Dxa bone density measurement of hip, pelvis, spine",32111.0,36.91072228522338,225
Hematology-Oncology,"Injection, methylprednisolone sodium succinate, up to 40 mg",16185.0,3.300045751688535,157
Diagnostic Radiology,"X-ray lower and sacral spine, 2-3 views bending views",2859.0,21.368885347902193,130
Medical Oncology,Administration of additional new drug or substance into vein using push technique,7797.0,46.650006289028774,139
Internal Medicine,Biopsy of large bowel using a flexible endoscope,13891.0,136.3736310011818,246
Clinical Laboratory,"Pathology examination of tissue using a microscope, moderately low complexity",63755.0,26.607900977254904,145
Hematology-Oncology,"Injection, dexamethasone sodium phosphate, 1 mg",2078154.0,0.09508309786807115,1068
Hematology-Oncology,Application of on-body injector for under skin injection,4548.0,15.824515221102564,117
Internal Medicine,"Established patient home visit, typically 40 minutes",71650.0,97.73223736626146,370
Diagnostic Radiology,"Mri scan of bone of eye socket, face, and/or neck before and after contrast",15964.0,173.54651405338555,548
Internal Medicine,"Annual alcohol misuse screening, 15 minutes",162691.0,19.369548979412645,1353
Physical Therapist in Private Practice,"Evaluation for physical therapy, typically 45 minutes",60237.0,77.37637657290587,1869
Hematology-Oncology,Ct scan of abdomen and pelvis with contrast,14110.0,189.9272361194378,232
Internal Medicine,Fee covid-19 vac 13 res,34124.0,41.47365264041365,642
Internal Medicine,Iron binding capacity,62217.0,8.613541862351717,584
Hematology-Oncology,"Injection, methylprednisolone sodium succinate, up to 125 mg",6801.0,4.53239739484836,122
Family Practice,"Established patient custodial care facility, group care, or assisted living visit, typically 40 minutes",79942.0,99.45402817786045,342
Diagnostic Radiology,"X-ray of pelvis, minimum of 3 views",3520.0,13.599683391198413,175
Diagnostic Radiology,Limited ultrasound scan of pelvis,15985.0,23.263800327504143,682
Internal Medicine,"Assessment of and care planning for impaired thought processing, typically 50 minutes",10946.0,216.56735867692976,173
Diagnostic Radiology,Ct scan of blood vessels of chest with contrast,364977.0,78.66640637544715,5364
Hematology-Oncology,"Infusion into a vein for therapy, prevention, or diagnosis, additional sequential infusion, 1 hour or less",259160.0,25.161446613070755,1060
Diagnostic Radiology,Ct scan of abdominal aorta and both leg arteries with contrast,10661.0,111.5782391001437,497
Family Practice,"X-ray of chest, 2 views",69286.0,21.536169835520564,1564
Diagnostic Radiology,X-ray for bone length assessment,12160.0,19.12473096029924,239
Internal Medicine,"Initial hospital observation care per day, typically 30 minutes",5200.0,80.12139940502138,187
Family Practice,Complete ultrasound scan behind abdominal cavity,4579.0,78.70626278050474,104
Hematology-Oncology,Cyanocobalamin (vitamin b-12) level,74099.0,14.891849391054055,407
Internal Medicine,"Follow-up observation care per day, typically 35 minutes",32043.0,80.83979338430011,1113
Internal Medicine,Adm sarscv2 30mcg trs-sucr b,20190.0,40.96552318867512,354
Diagnostic Radiology,Ultrasound scan of transplanted kidney,12544.0,33.147068857605795,436
Diagnostic Radiology,Ct scan of abdomen without contrast,4889.0,71.23852121332922,237
Internal Medicine,"Complete ultrasound of aorta, vena cava, groin vessels or bypass grafts",9076.0,135.63280964750342,146
Family Practice,"Uric acid level, blood",41106.0,4.445866415092804,417
Internal Medicine,"Hospital discharge day management, more than 30 minutes",778139.0,85.16581860012877,8558
Diagnostic Radiology,X-ray series of abdomen with single x-ray of chest,10997.0,12.54020113156649,560
Internal Medicine,"Injection, ketorolac tromethamine, per 15 mg",75365.5,0.415730020421656,471
Hematology-Oncology,"Injection, nivolumab, 1 mg",2234403.0,22.410756242304064,123
Family Practice,Test to measure expiratory airflow and volume,10894.0,20.898025530389862,217
Family Practice,"X-ray of hand, minimum of 3 views",3229.0,24.956291210686885,122
Internal Medicine,"Injection, regadenoson, 0.1 mg",23837.0,48.20912560953398,103
Internal Medicine,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,647606.0,10.794100804769263,7771
Hematology-Oncology,"Established patient office or other outpatient visit, 30-39 minutes",1183601.0,89.23073331765139,2807
Internal Medicine,"Face-to-face behavioral counseling for obesity, 15 minutes",56779.0,28.592325374700152,637
Internal Medicine,"Initial hospital observation care per day, typically 70 minutes",144240.0,140.76660467074313,3793
Medical Oncology,"Established patient office or other outpatient visit, 40-54 minutes",167918.0,127.47965053655766,1075
Diagnostic Radiology,"Ultrasound scan of uterus, ovaries, tubes, cervix and pelvic area through vagina",61792.0,55.55342573722937,1905
Family Practice,Photography of the retina,3280.0,22.849517091514283,126
Rheumatology,"Blood test, comprehensive group of blood chemicals",62957.0,10.322473252655783,147
Family Practice,"Complete blood cell count (red cells, white blood cell, platelets), automated test",10061.0,6.359776782184616,156
Internal Medicine,"Injection, dexamethasone sodium phosphate, 1 mg",166380.5,0.088531644330597,402
Diagnostic Radiology,Drainage of fluid from abdominal cavity using imaging guidance,29965.0,85.75002049489056,801
Internal Medicine,"New patient office or other outpatient visit, 45-59 minutes",223013.0,114.6947226000528,5991
Family Practice,"Hospital discharge day management, 30 minutes or less",53590.0,57.0975900417892,1261
Diagnostic Radiology,"Biopsy of breast and placement of locating device using ultrasound, first growth",24806.0,248.83983397779198,1054
Diagnostic Radiology,Ultrasound of abdomen and pelvis artery and vein blood flow,21054.0,48.44059567088429,680
Internal Medicine,Amylase (enzyme) level,13524.0,6.404639662860169,118
Hematology-Oncology,"Telephone medical discussion with physician, 21-30 minutes",17125.0,83.2011822869697,289
Internal Medicine,Creatinine level to test for kidney function or muscle injury,86136.0,5.105143651993569,793
Family Practice,"Assessment of and care planning for impaired thought processing, typically 50 minutes",5359.0,208.82844430323394,111
Diagnostic Radiology,Injection of radioactive material for x-ray identification of lymph node,2076.0,30.238523180908256,106
Rheumatology,Injection of drug or substance under skin or into muscle,159689.0,11.574075750044365,825
Hematology-Oncology,"Injection, granisetron hydrochloride, 100 mcg",289406.0,0.2688854782297203,286
Internal Medicine,"Nursing facility discharge day management, 30 minutes or less",21608.0,60.36475259014497,384
Clinical Laboratory,"2019-ncov coronavirus, sars-cov-2/2019-ncov (covid-19), any technique, multiple types or subtypes (includes all targets), non-cdc, making use of high throughput technologies as described by cms-2020-01-r",716613.0,74.161649127461,140
Internal Medicine,"Annual, face-to-face intensive behavioral therapy for cardiovascular disease, individual, 15 minutes",72861.0,28.14066942338917,609
Diagnostic Radiology,Ct scan of pelvis without contrast,36034.0,44.20141464352901,1663
Hematology-Oncology,"Protein measurement, serum",33311.0,10.631965070169548,243
Clinical Laboratory,Lipase (fat enzyme) level,134755.0,6.783755214310674,178
Diagnostic Radiology,Diagnostic mammography of 1 breast,218312.0,51.908143820114006,2800
Internal Medicine,Aspiration and/or injection of fluid from large joint,37286.0,49.83341114033964,581
Family Practice,"Respiratory infectious agent detection by rna for severe acute respiratory syndrome coronavirus 2 (covid 19), influenza a, influenza b, and respiratory syncytial virus, upper respiratory specimen, each reported as detected or not detected",6191.0,140.01219136620438,137
Pharmacy,"Influenza vaccine, quadrivalent, preservative free, 0.5 ml dosage",3282.0,20.997507919921052,114
Diagnostic Radiology,Limited ultrasound scan of abdomen,251238.0,28.4561620762638,5386
Internal Medicine,Test to measure expiratory airflow and volume changes before and after medication administration,41042.0,25.525233870037788,491
Hematology-Oncology,Administration of influenza virus vaccine,4562.0,31.60338903560839,143
Internal Medicine,Test for exercise-induced lung stress,8099.0,23.45897721400075,125
Internal Medicine,"Influenza vaccine, quadrivalent, preservative free, 0.5 ml dosage",36449.0,20.86327738979837,899
Clinical Laboratory,Measurement c-reactive protein for detection of infection or inflammation,705042.0,5.109797142693783,193
Family Practice,"Testing for presence of drug, read by direct observation",16615.0,12.301474970511078,307
Internal Medicine,Electrocardiogram (ecg) 1 to 3 leads with review by physician,9211.0,10.080869625624528,106
Clinical Laboratory,"Detection test by nucleic acid for chlamydia pneumoniae, amplified probe technique",87811.0,34.648413834448604,107
Family Practice,"Destruction of precancer skin growth, 1 growth",29672.0,44.635919012709145,580
Clinical Laboratory,Sex hormone binding globulin (protein) level,101271.0,21.025602350211003,100
Family Practice,"Initial hospital inpatient care per day, typically 50 minutes",52457.0,105.66043962302763,1194
Hematology-Oncology,"Follow-up hospital inpatient care per day, typically 25 minutes",173039.0,58.38750078190851,1213
Internal Medicine,Lactate dehydrogenase (enzyme) level,32929.0,5.953476083817459,126
Internal Medicine,"Critical care, first 30-74 minutes",265156.0,179.2577175704762,2434
Hematology-Oncology,"Injection, fluorouracil, 500 mg",160177.0,1.6410168963232725,275
Clinical Laboratory,"Detection test by nucleic acid for organism, amplified probe technique",2729341.5,34.49361893299999,212
Clinical Laboratory,"Bilirubin level, direct",309326.0,4.899477464377193,171
Family Practice,"Follow-up observation care per day, typically 35 minutes",4946.0,80.84729341636,175
Diagnostic Radiology,Ct scan of soft tissue of neck with contrast,58943.0,70.29730099802481,1531
Internal Medicine,Diagnostic exam of large bowel using a flexible endoscope,4369.0,165.30408201718123,146
Internal Medicine,"Pneumococcal conjugate vaccine, 20 valent (pcv20), for intramuscular use",45457.0,274.6516234919508,1779
Hematology-Oncology,Iron binding capacity,116293.0,8.624084094575114,446
Family Practice,"Removal of muscle and/or tissue, 20.0 sq cm or less",106698.0,156.91087998953736,155
Internal Medicine,"Dialysis services, 2-3 physician visits per month (20 years or older)",13552.0,245.0023573902174,183
Diagnostic Radiology,3d radiographic procedure with computerized image postprocessing,50073.0,40.54657600845475,774
Family Practice,"Infusion into a vein for therapy, prevention, or diagnosis, 1 hour or less",22190.0,57.24123527969609,102
Internal Medicine,"Follow-up nursing facility visit per day, typically 10 minutes",207096.0,35.02023116928756,685
Clinical Laboratory,Natriuretic peptide (heart and blood vessel protein) level,272286.0,38.67159426139025,164
Internal Medicine,Exercise or drug-induced heart stress test with electrocardiogram (ecg) with supervision by physician,10504.0,16.764059417775005,185
Family Practice,"X-ray of shoulder, minimum of 2 views",8994.0,22.742871043811434,278
Family Practice,"Pneumococcal vaccine, 13-valent",7054.0,244.72562668451732,406
Hematology-Oncology,"Urinalysis, manual test",5654.0,3.4362144181811476,122
Internal Medicine,"Blood test, thyroid stimulating hormone (tsh)",381678.0,16.568135981938777,1421
Internal Medicine,"Biopsy of esophagus, stomach, and/or upper small bowel using a flexible endoscope",19960.0,109.18611054094852,293
Internal Medicine,"Injection, methylprednisolone acetate, 80 mg",9921.0,7.8516711625777225,202
Hematology-Oncology,"Complete blood cell count (red cells, white blood cell, platelets), automated test",29105.0,6.373010085539827,231
