segment,specialty,state,provider_count,avg_services,avg_payment
Low Volume High Value,Infectious Disease,NY,160,329.21875,117.98719594385616
Low Volume High Value,Optometry,PA,31,258.93548387096774,129.70064492196997
High Volume High Value,Micrographic Dermatologic Surgery,NY,16,3386.25,254.3219613061142
Low Volume High Value,Speech Language Pathologist,CA,15,267.73333333333335,118.7769149912022
High Volume Low Value,Colorectal Surgery (Proctology),TX,2,2026.5,88.39879753943612
High Volume Low Value,Gynecological Oncology,NY,4,6798.25,85.551544116138
Low Volume Low Value,Pathology,CA,427,383.08196721311475,34.053625566318814
Low Volume Low Value,Podiatry,PA,338,492.85798816568047,52.93610182252105
Low Volume Low Value,Hematology-Oncology,NY,209,370.0143540669856,80.29866347582606
High Volume High Value,Neurology,CA,267,9388.78277153558,132.28287073408748
High Volume Low Value,Orthopedic Surgery,PA,162,3321.2253086419755,63.85532383725025
Low Volume High Value,Physical Medicine and Rehabilitation,CA,99,410.62626262626264,121.52496670405952
Low Volume Low Value,Certified Clinical Nurse Specialist,NY,6,276.8333333333333,63.35959565394444
Low Volume High Value,Podiatry,FL,13,356.6923076923077,115.0393126115131
High Volume Low Value,Ambulance Service Provider,CA,2,12517.900000000001,91.953605141575
Low Volume Low Value,Physical Medicine and Rehabilitation,FL,134,497.0261194029851,79.41597787496984
High Volume Low Value,Clinical Cardiac Electrophysiology,PA,45,3582.5555555555557,68.35651341373752
High Volume High Value,Psychiatry,NY,78,2229.5384615384614,117.40534905766874
Low Volume Low Value,Pharmacy,PA,93,325.6666666666667,36.68469808577543
Low Volume High Value,Medical Oncology,FL,44,288.97727272727275,112.27936810876055
Low Volume Low Value,Pathology,PA,228,529.4254385964912,34.92716507117258
High Volume Low Value,Neurology,PA,72,8447.763888888889,79.6735783627976
High Volume Low Value,Registered Dietitian or Nutrition Professional,CA,5,2130.8,29.703509347033332
Low Volume Low Value,Interventional Pain Management,CA,38,480.2894736842105,79.89360871295946
High Volume High Value,Hematology,CA,6,14615.5,111.0605065224172
Low Volume Low Value,Nuclear Medicine,NY,26,400.5,55.97878161845999
High Volume Low Value,Ambulatory Surgical Center,CA,1,3724.0,0.9738426423
High Volume High Value,Physical Medicine and Rehabilitation,FL,69,3913.1159420289855,122.24953774200885
High Volume Low Value,Interventional Pain Management,FL,63,4055.3174603174602,81.22532412967183
High Volume Low Value,Hospitalist,PA,141,3036.0567375886526,83.32018593180129
Low Volume Low Value,Pediatric Medicine,FL,51,229.3921568627451,56.47709870389523
Low Volume High Value,Geriatric Medicine,PA,13,381.0,109.80940626287442
Low Volume Low Value,Radiation Oncology,PA,54,434.25925925925924,74.36560948089671
High Volume Low Value,Nuclear Medicine,FL,5,5029.6,41.921635251306455
High Volume High Value,Gynecological Oncology,TX,13,7166.461538461538,131.64929800528986
Low Volume Low Value,Ambulatory Surgical Center,CA,1,28.0,91.7925
Low Volume High Value,Psychiatry,CA,391,229.55626598465474,122.59997805478145
Low Volume Low Value,Rheumatology,PA,79,327.11392405063293,75.02344620296941
High Volume High Value,Family Practice,TX,28,2523.0,120.86423172071174
High Volume Low Value,Nephrology,PA,50,2208.46,88.9047721024366
Low Volume High Value,Endocrinology,TX,28,249.32142857142858,110.45995217538255
High Volume High Value,Sports Medicine,NY,17,2632.0588235294117,152.19421195321237
Low Volume High Value,Micrographic Dermatologic Surgery,CA,6,279.1666666666667,258.10240103520186
Low Volume High Value,Undersea and Hyperbaric Medicine,NY,2,179.0,123.15157645500832
High Volume Low Value,Internal Medicine,CA,2304,4577.158029513888,70.03709979121143
Low Volume High Value,Plastic and Reconstructive Surgery,TX,85,167.91764705882352,222.59497960577454
Low Volume High Value,Oral Surgery (Dentist only),NY,27,101.14814814814815,240.4141236593472
High Volume High Value,General Surgery,PA,14,2529.3571428571427,154.0255045527165
High Volume Low Value,Clinic or Group Practice,TX,1,1296.0,79.864328054
Low Volume High Value,Anesthesiology,FL,599,174.02337228714524,137.41231807686154
High Volume High Value,Neurology,NY,221,8197.56334841629,132.24287919308543
Low Volume Low Value,Sports Medicine,FL,39,417.87179487179486,63.234609051769624
Low Volume Low Value,Nephrology,CA,157,282.11464968152865,75.74995002077121
Low Volume High Value,Licensed Clinical Social Worker,TX,5,38.0,103.301991068
High Volume High Value,Endocrinology,NY,11,2292.6363636363635,113.80978400404796
Low Volume Low Value,Nurse Practitioner,FL,8359,261.07394425170475,59.37585561267543
Low Volume High Value,Emergency Medicine,FL,1555,388.92154340836015,117.78829952125693
Low Volume Low Value,Family Practice,NY,2363,343.0369445619975,61.5901640873941
Low Volume High Value,Ophthalmology,TX,115,546.5130434782609,154.59232684659705
High Volume Low Value,Pulmonary Disease,NY,261,3114.3141762452105,74.2707262254711
Low Volume Low Value,Osteopathic Manipulative Medicine,CA,32,358.4375,69.15603063508996
High Volume High Value,Podiatry,PA,4,1456.0,106.73397363901057
Low Volume High Value,Undefined Physician type,FL,1,269.0,122.02845133575
Low Volume Low Value,Licensed Clinical Social Worker,FL,795,277.0679245283019,78.17552805701516
Low Volume Low Value,All Other Suppliers,FL,2,405.0,46.08463285485714
Low Volume High Value,Hematopoietic Cell Transplantation and Cellular Therapy,NY,5,382.0,106.28189749778335
Low Volume Low Value,Internal Medicine,CA,4549,370.10947460980435,69.78318971360952
Low Volume Low Value,Endocrinology,PA,172,429.52906976744185,76.61084499895077
High Volume High Value,Urology,CA,282,13229.035460992907,149.1848296815256
High Volume High Value,Medical Oncology,CA,19,12676.0,112.0182092913933
High Volume Low Value,Independent Diagnostic Testing Facility (IDTF),TX,65,27836.26923076923,77.64089954132939
High Volume High Value,Interventional Radiology,FL,30,13307.933333333332,327.92643708586513
Low Volume High Value,Independent Diagnostic Testing Facility (IDTF),NY,22,364.1181818181818,283.19416399874723
High Volume Low Value,Vascular Surgery,CA,17,1516.1764705882354,74.64078594504262
Low Volume High Value,Independent Diagnostic Testing Facility (IDTF),PA,22,273.3636363636364,371.86179389686055
High Volume High Value,Optometry,NY,6,2308.6666666666665,136.29596380868838
High Volume Low Value,"Psychologist, Clinical",CA,164,2258.4634146341464,76.24181753813706
High Volume High Value,Diagnostic Radiology,NY,392,19106.19617346939,160.91794043552682
Low Volume Low Value,Physical Therapist in Private Practice,CA,2069,508.30352827452873,30.26688250065566
Low Volume High Value,Family Practice,TX,215,278.92093023255813,116.9751567834467
Low Volume Low Value,Pharmacy,FL,133,266.43609022556393,37.25214671800064
High Volume High Value,Thoracic Surgery,TX,3,1224.0,626.0599328626623
High Volume Low Value,Plastic and Reconstructive Surgery,FL,6,3239.8333333333335,76.9039190104091
Low Volume Low Value,Surgical Oncology,TX,29,189.79310344827587,77.52880596321724
Low Volume Low Value,Interventional Pain Management,TX,31,520.0322580645161,67.97101084301693
Low Volume High Value,Speech Language Pathologist,FL,16,447.4375,116.82358711367709
High Volume Low Value,Advanced Heart Failure and Transplant Cardiology,TX,13,2231.230769230769,72.86537359893573
Low Volume Low Value,Interventional Cardiology,PA,22,523.3636363636364,73.14765885119176
Low Volume Low Value,Hospitalist,TX,609,466.67159277504106,83.61076598489417
Low Volume High Value,Urology,NY,102,552.156862745098,148.35629123531123
Low Volume High Value,Thoracic Surgery,FL,147,246.3877551020408,392.8529779086805
Low Volume Low Value,Neuropsychiatry,NY,4,379.75,77.252361327475
Low Volume High Value,Medical Oncology,PA,39,394.8974358974359,110.25681257667526
High Volume High Value,Mass Immunizer Roster Biller,CA,5,1749.8,118.85270607709333
Low Volume High Value,Neuropsychiatry,PA,2,401.0,120.20900238091667
Low Volume Low Value,Pain Management,NY,64,363.671875,74.54781300503285
Low Volume Low Value,Colorectal Surgery (Proctology),CA,31,179.93548387096774,79.22173898401564
Low Volume Low Value,Critical Care (Intensivists),CA,115,397.23478260869564,79.69502700693816
Low Volume Low Value,Hand Surgery,CA,33,498.27272727272725,68.85545271276249
High Volume Low Value,Advanced Heart Failure and Transplant Cardiology,PA,25,2156.56,75.40307811551541
Low Volume High Value,Dermatology,FL,28,599.6785714285714,175.28543740753372
Low Volume Low Value,Preventive Medicine,FL,9,275.44444444444446,60.634981546518524
Low Volume High Value,Medical Genetics and Genomics,NY,4,15.25,141.707955395
High Volume High Value,Nephrology,FL,331,2918.9697885196374,130.70417108960277
Low Volume Low Value,Infectious Disease,FL,171,386.0233918128655,80.75267267011391
High Volume Low Value,Oral Surgery (Dentist only),CA,3,8820.333333333334,67.9929121907763
Low Volume Low Value,Hematology-Oncology,PA,190,483.6,84.1004939895028
High Volume Low Value,Otolaryngology,FL,211,3607.0142180094786,72.59175311454736
Low Volume High Value,Plastic and Reconstructive Surgery,FL,125,262.928,209.83516664696893
High Volume High Value,Pain Management,FL,98,7578.040816326531,136.5715249031908
High Volume High Value,Thoracic Surgery,CA,10,2450.8,335.4599294372356
High Volume High Value,Internal Medicine,TX,145,2785.9,124.25006066436673
Low Volume Low Value,Hematology,PA,37,314.86486486486484,79.01290830348574
Low Volume High Value,Critical Care (Intensivists),TX,142,255.33098591549296,127.55432176577897
High Volume Low Value,Audiologist,NY,32,1265.84375,30.259864439430903
Low Volume High Value,Clinical Cardiac Electrophysiology,NY,12,579.6666666666666,201.4765208309353
Low Volume Low Value,Plastic and Reconstructive Surgery,NY,118,112.60169491525424,71.5158545790764
Low Volume High Value,Medical Genetics and Genomics,TX,2,171.0,117.72443398866668
Low Volume Low Value,Radiation Oncology,CA,36,322.9166666666667,70.13057519135535
High Volume High Value,Licensed Clinical Social Worker,NY,1,1053.0,100.58724051499999
High Volume Low Value,Speech Language Pathologist,NY,39,2486.3076923076924,76.46831577791407
Low Volume High Value,Urology,TX,59,536.9830508474577,177.07046245234423
Low Volume High Value,Family Practice,FL,322,298.7577639751553,112.55441343386505
Low Volume Low Value,Orthopedic Surgery,CA,512,352.45703125,68.24879510479101
High Volume Low Value,Allergy/ Immunology,TX,195,6456.882051282051,39.43983712930794
High Volume Low Value,Oral Surgery (Dentist only),FL,3,1931.6666666666667,55.96858596875
High Volume Low Value,Optometry,CA,151,1675.046357615894,59.503922948550134
High Volume Low Value,Infectious Disease,CA,88,6676.113636363636,83.79764248490068
High Volume High Value,Obstetrics & Gynecology,TX,23,2997.478260869565,160.38791722096278
Low Volume High Value,Interventional Cardiology,CA,31,622.9032258064516,164.76833421856531
High Volume High Value,Allergy/ Immunology,NY,1,1689.0,101.34552935000002
Low Volume High Value,Neuropsychiatry,NY,4,363.0,147.2652922137911
High Volume High Value,Peripheral Vascular Disease,CA,1,1200.0,212.0124885495
High Volume Low Value,Nurse Practitioner,TX,1590,3995.177044025157,50.599911725195575
Low Volume High Value,Radiation Oncology,NY,82,561.8048780487804,138.62185822396967
Low Volume High Value,Ophthalmology,PA,88,550.0568181818181,139.52357506336796
Low Volume Low Value,Endocrinology,TX,234,450.1025641025641,69.10198983360522
Low Volume High Value,Critical Care (Intensivists),PA,135,204.74074074074073,128.80528503378272
Low Volume Low Value,Critical Care (Intensivists),TX,87,434.7931034482759,82.4634918595319
Low Volume Low Value,Nuclear Medicine,TX,8,356.25,42.105385058543575
Low Volume High Value,Physical Medicine and Rehabilitation,TX,31,392.35483870967744,116.9636090739769
Low Volume High Value,Sports Medicine,FL,3,557.6666666666666,192.78936341446175
High Volume High Value,Family Practice,FL,51,3346.8823529411766,114.14706416769435
High Volume Low Value,Chiropractic,NY,215,1577.6558139534884,24.053390523699765
High Volume Low Value,Internal Medicine,PA,1047,2412.7258834766,70.83514017474607
High Volume Low Value,Clinical Laboratory,NY,66,150853.10606060605,48.27424436766721
Low Volume High Value,Ophthalmology,NY,110,540.8636363636364,144.67464767776767
Low Volume High Value,Radiation Oncology,PA,44,709.7727272727273,129.39420685989623
High Volume Low Value,Hospitalist,TX,116,1772.9310344827586,84.07652255647955
Low Volume High Value,Hospice and Palliative Care,PA,27,259.77777777777777,109.72386238900705
Low Volume Low Value,Clinical Cardiac Electrophysiology,PA,13,515.0,64.58458544869869
Low Volume Low Value,Nurse Practitioner,PA,5564,244.26383896477356,58.95404964135781
High Volume High Value,Internal Medicine,PA,90,2343.988888888889,116.16294052321561
Low Volume Low Value,Diagnostic Radiology,FL,326,453.15644171779144,43.52763169983164
High Volume Low Value,Mass Immunizer Roster Biller,CA,1712,2995.3143107476635,61.49892759212867
Low Volume High Value,Hematology,CA,32,517.21875,111.92834446769407
Low Volume Low Value,Osteopathic Manipulative Medicine,NY,21,293.95238095238096,70.09535314127533
Low Volume Low Value,Neuropsychiatry,TX,2,280.0,72.85516593758334
Low Volume Low Value,Nephrology,FL,54,468.9259259259259,83.78380229413837
High Volume High Value,Endocrinology,CA,19,2402.684210526316,112.64700944414489
Low Volume High Value,Clinical Cardiac Electrophysiology,FL,8,588.125,161.8588084943682
Low Volume Low Value,Opioid Treatment Program,NY,2,254.0,92.56937604066667
High Volume Low Value,Hematology-Oncology,CA,414,46735.086956521736,56.763375632844976
High Volume High Value,Hospitalist,TX,16,3290.5,119.52462933653814
Low Volume Low Value,Certified Clinical Nurse Specialist,PA,16,319.6875,58.90255089872976
High Volume Low Value,Urology,CA,184,15943.380434782608,80.86994460524848
Low Volume Low Value,Maxillofacial Surgery,NY,13,146.30769230769232,64.57682974643615
Low Volume High Value,Pulmonary Disease,CA,212,348.87735849056605,124.61450662934418
High Volume High Value,Anesthesiology,NY,86,5203.523255813953,133.58477115100123
Low Volume High Value,Hand Surgery,NY,17,410.70588235294116,146.27345713357676
High Volume High Value,Sleep Medicine,TX,4,1984.25,142.6068710168288
High Volume Low Value,Clinical Laboratory,FL,129,239587.79147286824,35.18750224028004
High Volume Low Value,Pharmacy,NY,49,18155.918367346938,35.843698378305994
High Volume High Value,Clinical Laboratory,CA,27,42416.03703703704,1092.293539463186
High Volume High Value,Neurosurgery,FL,28,1930.75,491.1644036096633
Low Volume High Value,Hospice and Palliative Care,TX,32,244.4375,115.7062899341268
High Volume High Value,Opioid Treatment Program,FL,15,1598.4,131.83071128648777
High Volume Low Value,Infectious Disease,PA,48,2705.1458333333335,82.93629980435844
High Volume Low Value,Nurse Practitioner,CA,706,4336.372521246459,60.315420958448215
High Volume Low Value,Urology,TX,265,7971.203773584905,71.68360926891684
Low Volume High Value,Thoracic Surgery,CA,147,219.83673469387756,337.3858702566171
High Volume High Value,Pain Management,NY,54,6534.185185185185,136.2323468832409
Low Volume Low Value,Pharmacy,CA,170,252.02941176470588,39.50702046099424
High Volume Low Value,Geriatric Medicine,CA,45,3161.822222222222,80.96785274113874
Low Volume High Value,Nephrology,TX,199,603.321608040201,132.24779499366002
Low Volume High Value,Internal Medicine,FL,736,378.2785326086956,121.08288722417414
Low Volume Low Value,Podiatry,NY,724,459.378453038674,61.64706858431174
Low Volume High Value,Cardiology,CA,122,454.3032786885246,142.64851819116487
Low Volume High Value,General Practice,FL,49,175.08163265306123,114.4108867585436
Low Volume Low Value,Sports Medicine,CA,33,419.2121212121212,68.81905004090275
High Volume Low Value,Independent Diagnostic Testing Facility (IDTF),FL,34,6466.235294117647,75.84616164104331
High Volume Low Value,Undersea and Hyperbaric Medicine,NY,2,1978.0,56.070490767650796
High Volume High Value,Pulmonary Disease,PA,13,1861.923076923077,110.49223233201823
Low Volume Low Value,Audiologist,NY,538,296.1152416356877,25.36836101135053
High Volume Low Value,Optometry,NY,165,2381.551515151515,56.2776367464873
High Volume Low Value,Physical Medicine and Rehabilitation,CA,273,5531.739926739927,81.09984135230373
Low Volume High Value,Interventional Cardiology,FL,38,560.921052631579,172.855014751056
Low Volume High Value,Vascular Surgery,PA,36,557.8888888888889,213.62289809141623
High Volume High Value,General Practice,NY,11,5928.0,129.6166468962746
High Volume High Value,Surgical Oncology,FL,4,1340.25,235.97090083183605
Low Volume High Value,Interventional Pain Management,TX,7,527.4285714285714,114.54849614717885
High Volume Low Value,Dermatology,TX,505,4463.445544554455,71.090712135215
High Volume High Value,Interventional Cardiology,TX,139,5072.978417266187,176.80752884598363
High Volume Low Value,Rheumatology,CA,240,40174.204999999994,57.82823553560361
Low Volume Low Value,Infectious Disease,TX,151,369.0927152317881,82.06575357027648
Low Volume High Value,Hematology,NY,36,372.6388888888889,117.70991420321535
Low Volume High Value,Nuclear Medicine,CA,12,507.75,374.410059959874
Low Volume High Value,Orthopedic Surgery,FL,239,447.4267782426778,243.80862377123313
Low Volume Low Value,Physical Medicine and Rehabilitation,CA,178,441.05056179775283,77.56973640392351
High Volume High Value,Dermatology,TX,205,6465.892682926829,160.21272384495447
Low Volume High Value,Podiatry,TX,15,487.06666666666666,187.65594495508282
Low Volume High Value,Interventional Radiology,NY,34,383.8235294117647,227.67811179747247
Low Volume Low Value,Anesthesiology,TX,1572,158.57888040712467,64.94656181655934
Low Volume High Value,Internal Medicine,PA,533,298.49906191369604,120.42108594343641
High Volume Low Value,Pathology,FL,486,6843.706378600823,37.0849247511203
High Volume Low Value,Nuclear Medicine,TX,16,1585.625,45.020101712505834
Low Volume High Value,Mass Immunizer Roster Biller,FL,3,424.6666666666667,329.4842417867778
Low Volume Low Value,Independent Diagnostic Testing Facility (IDTF),PA,12,276.3333333333333,45.371112872178806
High Volume Low Value,Portable X-Ray Supplier,TX,32,10675.875,32.06778117267173
High Volume Low Value,Otolaryngology,PA,141,2631.2624113475176,71.78113898657851
High Volume Low Value,Radiation Oncology,CA,19,5629.0526315789475,81.89200655950782
High Volume Low Value,Hematology,PA,8,42194.0,58.346074333490144
High Volume Low Value,Pediatric Medicine,CA,13,4692.153846153846,56.779750260921745
Low Volume High Value,Licensed Clinical Social Worker,FL,9,82.55555555555556,103.76849651855554
High Volume Low Value,Cardiology,NY,924,3499.6237012987012,70.59581410403464
Low Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),TX,1574,105.26111817026684,72.53131060442637
Low Volume Low Value,Cardiology,PA,257,493.2490272373541,56.62562930268146
High Volume Low Value,General Practice,NY,38,5439.263157894737,63.81322291888498
Low Volume Low Value,Geriatric Medicine,NY,105,366.74285714285713,78.82367907019268
High Volume High Value,Pathology,TX,1,1925.0,139.254276251375
Low Volume High Value,"Psychologist, Clinical",TX,182,250.83516483516485,112.90222828196926
High Volume Low Value,Physician Assistant,NY,594,2495.665824915825,53.43622938243751
High Volume High Value,Dermatology,CA,540,7629.983518518518,156.23347513458103
High Volume High Value,Otolaryngology,FL,90,3814.0222222222224,207.23306990217074
Low Volume Low Value,Colorectal Surgery (Proctology),FL,43,207.30232558139534,82.84533369132129
High Volume Low Value,Nuclear Medicine,CA,18,2105.222222222222,62.60713664500708
High Volume High Value,General Surgery,NY,43,2712.5813953488373,223.40619042962584
High Volume High Value,Neurosurgery,TX,23,1616.2173913043478,356.8494698462994
High Volume High Value,Hand Surgery,CA,37,2926.3783783783783,133.6002261833177
Low Volume Low Value,Colorectal Surgery (Proctology),TX,50,244.92,82.52071575699141
High Volume High Value,Interventional Cardiology,PA,69,2169.3623188405795,148.19163883017936
High Volume Low Value,Family Practice,FL,1634,4148.180232558139,58.91918995845163
Low Volume Low Value,Hematopoietic Cell Transplantation and Cellular Therapy,NY,10,329.5,78.80305213388999
High Volume High Value,Psychiatry,CA,50,1977.82,115.85898860507001
Low Volume High Value,Nuclear Medicine,TX,3,138.33333333333334,422.8518780639333
Low Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),PA,1795,83.71030640668523,68.19214720348143
Low Volume High Value,Rheumatology,NY,67,257.44776119402985,121.11875561820895
High Volume High Value,Ambulatory Surgical Center,TX,193,6500.401554404145,1007.4079077181796
High Volume High Value,Physical Medicine and Rehabilitation,PA,39,5202.7692307692305,117.33085372080463
Low Volume High Value,Clinical Laboratory,CA,10,319.3,730.9506377441634
Low Volume High Value,Sleep Medicine,CA,32,481.65625,192.01781766063615
High Volume High Value,Plastic and Reconstructive Surgery,CA,28,5360.428571428572,166.2115943238701
High Volume High Value,Allergy/ Immunology,TX,1,2024.0,144.72613076969003
High Volume High Value,Urology,FL,203,12266.881773399014,129.9846677735246
High Volume Low Value,Pathology,NY,544,3667.2376838235296,40.558107661054386
High Volume High Value,Gastroenterology,TX,141,2182.659574468085,116.56670104138014
High Volume Low Value,Physical Medicine and Rehabilitation,TX,292,4355.359589041096,75.96602674759839
High Volume Low Value,Infectious Disease,FL,201,58763.666666666664,80.61778193477328
Low Volume High Value,Diagnostic Radiology,CA,58,307.7068965517241,223.82964884739306
High Volume Low Value,Critical Care (Intensivists),PA,19,1803.6315789473683,65.99822167325125
Low Volume Low Value,Ophthalmology,PA,172,400.22093023255815,64.90139668827695
Low Volume Low Value,Preventive Medicine,CA,27,274.0740740740741,65.70550546157378
Low Volume High Value,Allergy/ Immunology,PA,4,15.5,123.67076922999999
High Volume Low Value,Podiatry,CA,829,3351.7816646562123,64.45216767150568
Low Volume Low Value,Critical Care (Intensivists),NY,107,410.97196261682245,81.23057688557515
Low Volume Low Value,Nurse Practitioner,CA,5044,227.4197065820777,60.99248813364404
Low Volume High Value,Hospitalist,NY,539,392.1576994434137,121.78201945138397
High Volume Low Value,Independent Diagnostic Testing Facility (IDTF),NY,12,18482.583333333332,65.09945435266054
Low Volume Low Value,Independent Diagnostic Testing Facility (IDTF),CA,26,307.7692307692308,59.74127722831958
Low Volume High Value,Podiatry,CA,23,393.30434782608694,138.18130044483732
High Volume High Value,General Surgery,TX,22,4012.681818181818,242.76491565321257
High Volume Low Value,Internal Medicine,TX,1983,4121.241906202723,64.07190041898181
Low Volume Low Value,Ophthalmology,FL,276,375.8188405797101,64.69354967176764
High Volume Low Value,Occupational Therapist in Private Practice,TX,140,2349.5142857142855,31.918754094473247
Low Volume Low Value,Neurosurgery,CA,114,166.23684210526315,80.19333260067987
High Volume High Value,Colorectal Surgery (Proctology),TX,4,1359.5,143.4230721679212
Low Volume Low Value,Family Practice,PA,2787,415.8931108719053,64.51698291633424
High Volume Low Value,Centralized Flu,NY,295,3091.6169491525425,49.48462849345746
Low Volume High Value,Urology,PA,51,510.1372549019608,161.99223094225988
High Volume Low Value,Gastroenterology,TX,118,3866.762711864407,89.00555441633686
High Volume High Value,Micrographic Dermatologic Surgery,FL,24,5349.75,217.20015240271425
High Volume High Value,Otolaryngology,NY,85,2965.9176470588236,169.39977848015099
High Volume High Value,Infectious Disease,CA,128,2531.015625,117.70254377092692
Low Volume High Value,Oral Surgery (Dentist only),CA,42,321.5,276.3811571252185
Low Volume Low Value,Adult Congenital Heart Disease,NY,3,225.0,91.37964354232143
Low Volume High Value,Interventional Pain Management,PA,1,854.0,203.6550332886
High Volume Low Value,Thoracic Surgery,CA,1,1077.0,99.72498957061113
High Volume Low Value,Neurology,TX,169,12995.207100591717,76.78760128457341
High Volume Low Value,Emergency Medicine,FL,144,5414.951388888889,72.44549604408843
High Volume Low Value,Licensed Clinical Social Worker,FL,45,1815.2888888888888,72.84132530484034
Low Volume High Value,Oral Surgery (Dentist only),FL,19,218.42105263157896,344.78973367509093
High Volume Low Value,Gastroenterology,PA,47,4099.063829787234,85.86234434891544
High Volume Low Value,Hematology,NY,12,21374.0,58.39941887187374
High Volume High Value,Critical Care (Intensivists),FL,17,2342.0588235294117,118.67323821726606
High Volume Low Value,Allergy/ Immunology,FL,153,11008.792156862744,42.791815183768506
High Volume High Value,Ambulatory Surgical Center,NY,80,9063.175,851.8026589903669
Low Volume High Value,Clinical Laboratory,TX,17,356.70588235294116,469.3923664162542
High Volume Low Value,Osteopathic Manipulative Medicine,NY,14,4076.0714285714284,66.90824293993808
High Volume Low Value,Portable X-Ray Supplier,CA,32,9359.125,35.286110184692006
Low Volume High Value,Physical Therapist in Private Practice,PA,12,387.75,131.4717795540637
Low Volume Low Value,Certified Clinical Nurse Specialist,FL,5,194.0,54.083218680799995
High Volume Low Value,Urology,NY,205,7216.848780487805,75.02724496154856
Low Volume Low Value,Speech Language Pathologist,PA,42,291.1666666666667,70.01594903680272
High Volume High Value,Interventional Radiology,CA,38,10373.894736842105,406.0225032027985
Low Volume High Value,Mass Immunizer Roster Biller,CA,8,294.25,171.0306411157335
High Volume High Value,Geriatric Psychiatry,NY,2,3412.5,102.43075591735575
Low Volume High Value,Hand Surgery,CA,16,395.25,140.08692795946038
High Volume High Value,Podiatry,TX,17,5950.941176470588,144.34212889774605
Low Volume Low Value,Obstetrics & Gynecology,PA,868,129.93433179723502,53.18774759183526
Low Volume High Value,Surgical Oncology,NY,72,269.5833333333333,201.75602956781975
High Volume High Value,Interventional Cardiology,NY,85,3311.541176470588,188.21917289545647
High Volume High Value,Radiation Oncology,CA,285,2911.7684210526318,201.45918917580767
Low Volume High Value,Hospice and Palliative Care,CA,53,323.58490566037733,116.4754602954869
Low Volume Low Value,Geriatric Psychiatry,FL,5,517.8,88.48105867318334
Low Volume High Value,Maxillofacial Surgery,PA,6,122.33333333333333,211.49503910091667
Low Volume High Value,Hospitalist,PA,250,341.756,121.86730080193476
Low Volume High Value,Orthopedic Surgery,TX,312,490.56089743589746,220.97832751713867
Low Volume High Value,Infectious Disease,TX,53,348.37735849056605,110.06411627549016
Low Volume Low Value,Cardiology,FL,234,494.2991452991453,62.57479417758963
High Volume High Value,Advanced Heart Failure and Transplant Cardiology,CA,14,1591.0,111.66615003661316
Low Volume Low Value,Maxillofacial Surgery,FL,22,74.45454545454545,71.97974930284882
Low Volume Low Value,Nuclear Medicine,PA,7,553.1428571428571,50.18953942662493
Low Volume High Value,Gastroenterology,PA,403,472.3995037220844,116.26679818003336
High Volume High Value,Neurosurgery,CA,32,1851.15625,309.02975884224116
High Volume High Value,Gynecological Oncology,FL,4,13302.25,200.06080910435617
High Volume Low Value,Adult Congenital Heart Disease,CA,1,2290.0,45.4538504831174
High Volume High Value,Preventive Medicine,FL,3,3574.0,130.68755296938352
Low Volume Low Value,Ophthalmology,NY,381,382.70866141732284,64.00194640206249
Low Volume Low Value,Cardiology,CA,413,338.0871670702179,52.54196130385381
Low Volume Low Value,Hospitalist,CA,640,473.26875,85.25175010937332
High Volume Low Value,Interventional Cardiology,CA,87,3587.896551724138,83.55198277675636
Low Volume Low Value,Rheumatology,NY,144,328.6354166666667,72.79771038745452
High Volume Low Value,Vascular Surgery,NY,28,8822.285714285714,71.47440341299645
Low Volume Low Value,Geriatric Psychiatry,NY,8,375.75,86.42050025262084
High Volume High Value,Advanced Heart Failure and Transplant Cardiology,NY,6,2070.8333333333335,124.44146661160653
Low Volume Low Value,Nurse Practitioner,NY,6840,231.6663888888889,57.3026055501889
Low Volume Low Value,Physician Assistant,CA,4064,227.12057086614172,62.381441459406076
Low Volume Low Value,Oral Surgery (Dentist only),FL,32,128.53125,61.76278771775112
Low Volume Low Value,Interventional Cardiology,NY,33,393.4848484848485,71.69450541529888
Low Volume Low Value,Sleep Medicine,CA,18,287.6666666666667,83.26620858383531
High Volume High Value,Surgical Oncology,TX,3,2496.3333333333335,172.36191932469413
Low Volume Low Value,Advanced Heart Failure and Transplant Cardiology,PA,37,470.72972972972974,72.2213076151843
Low Volume Low Value,Diagnostic Radiology,NY,438,443.9109589041096,42.36974594715125
Low Volume Low Value,Pharmacy,NY,113,267.3893805309734,38.45405569979587
Low Volume High Value,Neurology,PA,226,318.8053097345133,121.55725332650402
High Volume Low Value,Allergy/ Immunology,PA,83,5925.107228915663,43.076342358902444
High Volume High Value,Hospitalist,NY,105,2028.3714285714286,108.36798218551816
Low Volume High Value,General Practice,TX,12,140.58333333333334,121.59770474734444
Low Volume High Value,Pain Management,TX,15,424.8666666666667,179.66922910958928
Low Volume Low Value,Occupational Therapist in Private Practice,NY,341,522.0997067448681,31.59768156615637
High Volume High Value,Radiation Oncology,FL,244,5266.639344262295,200.04672630362208
Low Volume High Value,Orthopedic Surgery,PA,153,433.48366013071893,238.31922936753503
Low Volume Low Value,Vascular Surgery,FL,70,340.8,73.36725556224042
High Volume High Value,Neurology,FL,201,8688.759701492538,125.29279364567324
